Gene ID	Gene name	Anatomical entity ID	Anatomical entity name	Developmental stage ID	Developmental stage name	Sex	Strain	Expression	Call quality	FDR	Expression score	Expression rank	Including observed data	Self observation count	Descendant observation count	Affymetrix expression	Affymetrix call quality	Affymetrix FDR	Affymetrix expression score	Affymetrix expression rank	Affymetrix weight for expression rank and score	Including Affymetrix observed data	Self observation count Affymetrix	Descendant observation count Affymetrix	EST expression	EST call quality	EST FDR	EST expression score	EST expression rank	EST weight for expression rank and score	Including EST observed data	Self observation count EST	Descendant observation count EST	in situ hybridization expression	in situ hybridization call quality	in situ hybridization FDR	in situ hybridization expression score	in situ hybridization expression rank	in situ hybridization weight for expression rank and score	Including in situ hybridization observed data	Self observation count in situ hybridization	Descendant observation count in situ hybridization	RNA-Seq expression	RNA-Seq call quality	RNA-Seq FDR	RNA-Seq expression score	RNA-Seq expression rank	RNA-Seq weight for expression rank and score	Including RNA-Seq observed data	Self observation count RNA-Seq	Descendant observation count RNA-Seq	single-cell RNA-Seq expression	single-cell RNA-Seq call quality	single-cell RNA-Seq FDR	single-cell RNA-Seq expression score	single-cell RNA-Seq expression rank	single-cell RNA-Seq weight for expression rank and score	Including single-cell RNA-Seq observed data	Self observation count single-cell RNA-Seq	Descendant observation count single-cell RNA-Seq
ENSG00000196747	H2AC13	UBERON:0001120	left lobe of thyroid gland	HsapDv:0000237	third decade stage (human)	male	wild-type	present	gold quality	0.004632616498870515	37.80	2.90e4	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.004632616498870515	37.80	2.90e4	96167	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001120	left lobe of thyroid gland	HsapDv:0000238	fourth decade stage (human)	female	wild-type	present	silver quality	0.0140611822107091	44.51	2.59e4	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	silver quality	0.0140611822107091	44.51	2.59e4	31983	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001120	left lobe of thyroid gland	HsapDv:0000238	fourth decade stage (human)	male	wild-type	present	gold quality	0.00164394162532789	24.37	3.53e4	yes	5	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00164394162532789	24.37	3.53e4	159448	yes	5	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001120	left lobe of thyroid gland	HsapDv:0000239	fifth decade stage (human)	female	wild-type	absent	silver quality	0.06021322481922286	29.08	3.31e4	yes	11	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	silver quality	0.06021322481922286	29.08	3.31e4	356342	yes	11	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001120	left lobe of thyroid gland	HsapDv:0000239	fifth decade stage (human)	male	wild-type	present	gold quality	0.00008359702258662337	24.57	3.52e4	yes	11	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00008359702258662337	24.57	3.52e4	349627	yes	11	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001120	left lobe of thyroid gland	HsapDv:0000240	sixth decade stage (human)	female	wild-type	absent	gold quality	0.1155600353458156	28.84	3.32e4	yes	6	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	gold quality	0.1155600353458156	28.84	3.32e4	195265	yes	6	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001120	left lobe of thyroid gland	HsapDv:0000240	sixth decade stage (human)	male	wild-type	present	gold quality	0.0017584967450604415	30.93	3.22e4	yes	23	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.0017584967450604415	30.93	3.22e4	736608	yes	23	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001120	left lobe of thyroid gland	HsapDv:0000241	seventh decade stage (human)	female	wild-type	present	gold quality	0.00009518068353843886	34.36	3.06e4	yes	15	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00009518068353843886	34.36	3.06e4	473202	yes	15	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001120	left lobe of thyroid gland	HsapDv:0000241	seventh decade stage (human)	male	wild-type	present	gold quality	0.000010073075740188984	33.74	3.09e4	yes	24	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.000010073075740188984	33.74	3.09e4	772778	yes	24	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001120	left lobe of thyroid gland	HsapDv:0000242	eighth decade stage (human)	male	wild-type	present	silver quality	0.0226718629005529	42.54	2.68e4	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	silver quality	0.0226718629005529	42.54	2.68e4	30888	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001134	skeletal muscle tissue	HsapDv:0000242	eighth decade stage (human)	male	White	absent	gold quality	1.0	34.36	3.06e4	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	gold quality	1.0	34.36	3.06e4	44120	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001134	skeletal muscle tissue	UBERON:0000104	life cycle	any	wild-type	present	silver quality	0.04458085646256435	43.39	2.64e4	yes	8	7	absent	silver quality	0.1	60.55	1.84e4	7523	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	silver quality	0.03863674226755577	42.95	2.66e4	291995	yes	6	7	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001134	skeletal muscle tissue	UBERON:0000113	post-juvenile	female	wild-type	absent	gold quality	1.0	30.87	3.22e4	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	gold quality	1.0	30.87	3.22e4	70108	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001134	skeletal muscle tissue	UBERON:0000113	post-juvenile	male	wild-type	absent	gold quality	1.0	33.66	3.09e4	yes	2	2	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	gold quality	1.0	33.66	3.09e4	89791	yes	2	2	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001135	smooth muscle tissue	UBERON:0000113	post-juvenile	female	wild-type	present	gold quality	0.00009585491945327129	33.95	3.08e4	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00009585491945327129	33.95	3.08e4	83309	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001150	body of pancreas	HsapDv:0000237	third decade stage (human)	female	wild-type	absent	gold quality	1.0	20.95	3.69e4	yes	4	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	gold quality	1.0	20.95	3.69e4	116923	yes	4	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001150	body of pancreas	HsapDv:0000237	third decade stage (human)	male	wild-type	absent	silver quality	0.0608052617101236	29.78	3.27e4	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	silver quality	0.0608052617101236	29.78	3.27e4	84952	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001150	body of pancreas	HsapDv:0000238	fourth decade stage (human)	male	wild-type	absent	gold quality	0.2267139589089564	26.16	3.44e4	yes	7	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	gold quality	0.2267139589089564	26.16	3.44e4	205075	yes	7	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001150	body of pancreas	HsapDv:0000239	fifth decade stage (human)	female	wild-type	absent	gold quality	0.3831634913701518	22.83	3.60e4	yes	11	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	gold quality	0.3831634913701518	22.83	3.60e4	321804	yes	11	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001150	body of pancreas	HsapDv:0000239	fifth decade stage (human)	male	wild-type	absent	gold quality	0.3743300526837859	24.74	3.51e4	yes	13	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	gold quality	0.3743300526837859	24.74	3.51e4	376938	yes	13	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001150	body of pancreas	HsapDv:0000240	sixth decade stage (human)	female	wild-type	absent	silver quality	0.0905591487974296	26.85	3.41e4	yes	8	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	silver quality	0.0905591487974296	26.85	3.41e4	232901	yes	8	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001150	body of pancreas	HsapDv:0000240	sixth decade stage (human)	male	wild-type	present	silver quality	0.019865561666102934	25.95	3.45e4	yes	23	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	silver quality	0.019865561666102934	25.95	3.45e4	669293	yes	23	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001150	body of pancreas	HsapDv:0000241	seventh decade stage (human)	female	wild-type	absent	gold quality	1.0	20.37	3.71e4	yes	4	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	gold quality	1.0	20.37	3.71e4	119368	yes	4	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001150	body of pancreas	HsapDv:0000241	seventh decade stage (human)	male	wild-type	absent	gold quality	0.1784420068336004	29.70	3.28e4	yes	8	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	gold quality	0.1784420068336004	29.70	3.28e4	237451	yes	8	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001150	body of pancreas	HsapDv:0000242	eighth decade stage (human)	male	wild-type	absent	gold quality	1.0	21.64	3.65e4	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	gold quality	1.0	21.64	3.65e4	28842	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001154	vermiform appendix	UBERON:0000113	post-juvenile	any	wild-type	present	gold quality	0.00038423674964775656	36.32	2.97e4	yes	6	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00038423674964775656	36.32	2.97e4	158507	yes	6	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001155	colon	HsapDv:0000199	fifth LMP month stage (human)	female	wild-type	present	gold quality	1.0E-14	98.68	614	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	1.0E-14	98.68	614	36535	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001155	colon	HsapDv:0000203	ninth LMP month stage (human)	female	wild-type	present	gold quality	1.0E-14	98.44	729	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	1.0E-14	98.44	729	34568	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001155	colon	HsapDv:0000237	third decade stage (human)	male	wild-type	present	gold quality	1.413970425131292E-13	51.59	2.26e4	yes	1	8	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	1.413970425131292E-13	51.59	2.26e4	281368	yes	1	8	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001155	colon	HsapDv:0000241	seventh decade stage (human)	female	White	present	gold quality	0.00786965153575572	40.58	2.77e4	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00786965153575572	40.58	2.77e4	54356	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001155	colon	HsapDv:0000243	ninth decade stage (human)	male	wild-type	present	gold quality	1.0E-14	98.45	722	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	1.0E-14	98.45	722	31576	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001155	colon	UBERON:0000104	life cycle	any	wild-type	present	gold quality	4.404832430730184E-14	45.41	2.54e4	yes	4	268	absent	gold quality	0.810312697808106	57.16	2.00e4	21953	yes	0	4	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	4.340055483219446E-14	45.38	2.55e4	8144807	yes	4	264	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001155	colon	UBERON:0000104	life cycle	male	wild-type	present	gold quality	4.6466703086773826E-14	45.53	2.54e4	yes	8	135	absent	gold quality	0.60200631799869	57.12	2.00e4	5486	yes	0	1	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	4.614176110714604E-14	45.52	2.54e4	4384459	yes	8	134	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001155	colon	UBERON:0000113	post-juvenile	any	wild-type	present	gold quality	8.221032084583061E-14	43.43	2.64e4	yes	6	247	absent	gold quality	0.810312697808106	57.16	2.00e4	21953	yes	0	4	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	8.091055292731946E-14	43.39	2.64e4	7659331	yes	6	243	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001155	colon	UBERON:0000113	post-juvenile	female	wild-type	present	gold quality	8.30107511808537E-9	41.70	2.72e4	yes	1	105	absent	gold quality	0.810312697808106	57.17	2.00e4	16467	yes	0	3	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	8.066139029837669E-9	41.62	2.72e4	3175496	yes	1	102	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001155	colon	UBERON:0000113	post-juvenile	male	wild-type	present	gold quality	4.386716724975151E-14	44.01	2.61e4	yes	1	134	absent	gold quality	0.60200631799869	57.12	2.00e4	5486	yes	0	1	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	4.3542225270123727E-14	44.00	2.61e4	4153673	yes	1	133	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001157	transverse colon	HsapDv:0000237	third decade stage (human)	female	wild-type	present	gold quality	1.212878064873965E-7	55.82	2.06e4	yes	7	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	1.212878064873965E-7	55.82	2.06e4	217486	yes	7	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001157	transverse colon	HsapDv:0000237	third decade stage (human)	male	wild-type	present	gold quality	0.000026811850882256443	49.61	2.35e4	yes	7	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.000026811850882256443	49.61	2.35e4	220216	yes	7	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001157	transverse colon	HsapDv:0000238	fourth decade stage (human)	female	wild-type	present	gold quality	0.00001665778203434676	40.61	2.77e4	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00001665778203434676	40.61	2.77e4	93473	yes	3	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001157	transverse colon	HsapDv:0000238	fourth decade stage (human)	male	wild-type	present	gold quality	2.168787677648859E-7	52.14	2.23e4	yes	8	1	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	2.168787677648859E-7	52.14	2.23e4	275669	yes	8	1	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001157	transverse colon	HsapDv:0000239	fifth decade stage (human)	female	wild-type	present	gold quality	0.000006520176009125432	51.84	2.25e4	yes	17	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.000006520176009125432	51.84	2.25e4	532024	yes	17	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001157	transverse colon	HsapDv:0000239	fifth decade stage (human)	male	wild-type	present	gold quality	0.000028224186886870575	48.78	2.39e4	yes	15	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.000028224186886870575	48.78	2.39e4	468724	yes	15	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001157	transverse colon	HsapDv:0000240	sixth decade stage (human)	female	wild-type	present	gold quality	1.1746804412384956E-9	54.07	2.14e4	yes	15	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	1.1746804412384956E-9	54.07	2.14e4	470185	yes	15	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001157	transverse colon	HsapDv:0000240	sixth decade stage (human)	male	wild-type	present	gold quality	6.191497362245024E-7	58.03	1.96e4	yes	32	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	6.191497362245024E-7	58.03	1.96e4	998689	yes	32	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001157	transverse colon	HsapDv:0000241	seventh decade stage (human)	female	wild-type	present	gold quality	0.00012151967040415236	45.10	2.56e4	yes	11	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00012151967040415236	45.10	2.56e4	340038	yes	11	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001157	transverse colon	HsapDv:0000241	seventh decade stage (human)	male	wild-type	present	gold quality	0.002237091745697964	38.60	2.86e4	yes	6	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.002237091745697964	38.60	2.86e4	185135	yes	6	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001159	sigmoid colon	HsapDv:0000237	third decade stage (human)	female	wild-type	present	gold quality	0.0008041272643118499	40.90	2.76e4	yes	1	4	absent	gold quality	0.810312697808106	49.50	2.35e4	5488	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00064330181144948	40.51	2.77e4	119945	yes	0	4	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001159	sigmoid colon	HsapDv:0000240	sixth decade stage (human)	female	wild-type	present	gold quality	0.00322004222318128	31.52	3.19e4	yes	1	13	absent	gold quality	0.781016771277121	49.48	2.35e4	5509	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00299003920723976	31.27	3.20e4	393689	yes	0	13	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001159	sigmoid colon	HsapDv:0000241	seventh decade stage (human)	female	wild-type	present	gold quality	0.00091598470216666	33.71	3.09e4	yes	1	19	absent	gold quality	0.641309480335176	49.62	2.35e4	5470	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.000870185467058327	33.56	3.10e4	586250	yes	0	19	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001159	sigmoid colon	HsapDv:0000241	seventh decade stage (human)	male	wild-type	present	gold quality	0.000181078786182924	36.42	2.96e4	yes	1	23	absent	gold quality	0.60200631799869	49.47	2.36e4	5486	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00017353383675863552	36.32	2.97e4	709559	yes	0	23	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001160	fundus of stomach	HsapDv:0000237	third decade stage (human)	female	wild-type	absent	gold quality	1.0	19.44	3.76e4	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	absent	gold quality	1.0	19.44	3.76e4	60506	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001160	fundus of stomach	HsapDv:0000239	fifth decade stage (human)	male	wild-type	present	silver quality	0.0154792972502494	37.20	2.93e4	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	silver quality	0.0154792972502494	37.20	2.93e4	33007	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001160	fundus of stomach	HsapDv:0000240	sixth decade stage (human)	male	wild-type	present	gold quality	0.000822388506695432	47.41	2.45e4	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.000822388506695432	47.41	2.45e4	58363	yes	2	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001160	fundus of stomach	HsapDv:0000241	seventh decade stage (human)	male	wild-type	present	gold quality	0.00471649418709907	46.48	2.49e4	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.00471649418709907	46.48	2.49e4	31145	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001161	body of stomach	HsapDv:0000237	third decade stage (human)	female	wild-type	present	gold quality	0.004184889276901777	41.06	2.75e4	yes	7	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.004184889276901777	41.06	2.75e4	209788	yes	7	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001161	body of stomach	HsapDv:0000237	third decade stage (human)	male	wild-type	present	silver quality	0.01574259933066057	33.49	3.10e4	yes	9	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	silver quality	0.01574259933066057	33.49	3.10e4	272040	yes	9	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001161	body of stomach	HsapDv:0000238	fourth decade stage (human)	female	wild-type	present	silver quality	0.0245507499798153	39.78	2.81e4	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	silver quality	0.0245507499798153	39.78	2.81e4	30668	yes	1	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001161	body of stomach	HsapDv:0000238	fourth decade stage (human)	male	wild-type	present	silver quality	0.02439947012677468	26.63	3.42e4	yes	7	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	silver quality	0.02439947012677468	26.63	3.42e4	210965	yes	7	0	no data	NA	NA	NA	NA	NA	no	0	0
ENSG00000196747	H2AC13	UBERON:0001161	body of stomach	HsapDv:0000239	fifth decade stage (human)	female	wild-type	present	gold quality	0.002890352803716252	38.21	2.88e4	yes	14	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	no data	NA	NA	NA	NA	NA	no	0	0	present	gold quality	0.002890352803716252	38.21	2.88e4	427291	yes	14	0	no data	NA	NA	NA	NA	NA	no	0	0
